"data_id","age","language","form","birth_order","ethnicity","sex","mom_ed","measure","vocab","demo","n","demo_label"
277,17,"English","WS","Second","Black","Female","Secondary","production",21,"All Data",5498,"All Data (n = 5498)"
278,27,"English","WS","Second","Other","Male","College","production",235,"All Data",5498,"All Data (n = 5498)"
279,18,"English","WS","Fourth","Black","Female","Some College","production",127,"All Data",5498,"All Data (n = 5498)"
280,22,"English","WS","Third","Black","Female","Secondary","production",425,"All Data",5498,"All Data (n = 5498)"
281,22,"English","WS","First","Black","Female","Secondary","production",179,"All Data",5498,"All Data (n = 5498)"
282,19,"English","WS","First","Black","Female","Secondary","production",29,"All Data",5498,"All Data (n = 5498)"
283,28,"English","WS","Third","Black","Female","Secondary","production",516,"All Data",5498,"All Data (n = 5498)"
284,17,"English","WS","First","Black","Male","Some Secondary","production",111,"All Data",5498,"All Data (n = 5498)"
285,18,"English","WS","First","Black","Male","Some Secondary","production",76,"All Data",5498,"All Data (n = 5498)"
286,29,"English","WS","First","Black","Male","Secondary","production",173,"All Data",5498,"All Data (n = 5498)"
287,22,"English","WS","First","Black","Male","Secondary","production",76,"All Data",5498,"All Data (n = 5498)"
288,16,"English","WS","First","Black","Male","Some College","production",83,"All Data",5498,"All Data (n = 5498)"
289,26,"English","WS","First","Black","Female","Some Secondary","production",657,"All Data",5498,"All Data (n = 5498)"
290,20,"English","WS","First","Black","Male","Some Secondary","production",137,"All Data",5498,"All Data (n = 5498)"
291,28,"English","WS","First","Black","Female","Secondary","production",276,"All Data",5498,"All Data (n = 5498)"
292,28,"English","WS","Third","Black","Female","Some Secondary","production",362,"All Data",5498,"All Data (n = 5498)"
293,20,"English","WS","First","Black","Female","Secondary","production",475,"All Data",5498,"All Data (n = 5498)"
294,17,"English","WS","First","Black","Male","Secondary","production",290,"All Data",5498,"All Data (n = 5498)"
295,28,"English","WS","First","Black","Male","Some Secondary","production",607,"All Data",5498,"All Data (n = 5498)"
296,27,"English","WS","Third","Black","Male","Some Secondary","production",314,"All Data",5498,"All Data (n = 5498)"
297,20,"English","WS","First","Black","Female","Some Secondary","production",226,"All Data",5498,"All Data (n = 5498)"
298,30,"English","WS","First","Black","Female","Some Secondary","production",337,"All Data",5498,"All Data (n = 5498)"
299,30,"English","WS","Second","Black","Male","Secondary","production",566,"All Data",5498,"All Data (n = 5498)"
300,27,"English","WS","Second","Black","Male","Some College","production",607,"All Data",5498,"All Data (n = 5498)"
301,26,"English","WS","Fifth","Black","Female","Some Secondary","production",354,"All Data",5498,"All Data (n = 5498)"
302,23,"English","WS","First","Black","Male","Secondary","production",326,"All Data",5498,"All Data (n = 5498)"
303,26,"English","WS","First","Black","Female","Some Secondary","production",338,"All Data",5498,"All Data (n = 5498)"
304,21,"English","WS","First","Black","Male","Some Secondary","production",169,"All Data",5498,"All Data (n = 5498)"
305,16,"English","WS","Second","Black","Female","Some Secondary","production",7,"All Data",5498,"All Data (n = 5498)"
306,17,"English","WS","First","Black","Male","Some Secondary","production",25,"All Data",5498,"All Data (n = 5498)"
307,19,"English","WS","First","Black","Male","Some College","production",52,"All Data",5498,"All Data (n = 5498)"
308,19,"English","WS","First","Black","Female","Some Secondary","production",434,"All Data",5498,"All Data (n = 5498)"
309,21,"English","WS","Third","Black","Male","Secondary","production",10,"All Data",5498,"All Data (n = 5498)"
310,25,"English","WS","Second","Black","Male","Secondary","production",77,"All Data",5498,"All Data (n = 5498)"
311,25,"English","WS","Fourth","Black","Male","College","production",457,"All Data",5498,"All Data (n = 5498)"
312,25,"English","WS","First","Black","Male","Graduate","production",151,"All Data",5498,"All Data (n = 5498)"
313,20,"English","WS","Second","Black","Female","Some College","production",50,"All Data",5498,"All Data (n = 5498)"
314,29,"English","WS","First","Black","Female","Some College","production",381,"All Data",5498,"All Data (n = 5498)"
315,26,"English","WS","Third","Black","Male","Some Secondary","production",212,"All Data",5498,"All Data (n = 5498)"
316,27,"English","WS","Second","Black","Male","Primary","production",116,"All Data",5498,"All Data (n = 5498)"
317,24,"English","WS","Third","Black","Male","Secondary","production",245,"All Data",5498,"All Data (n = 5498)"
318,20,"English","WS","First","Black","Female","Some Secondary","production",65,"All Data",5498,"All Data (n = 5498)"
319,24,"English","WS","First","Black","Female","College","production",417,"All Data",5498,"All Data (n = 5498)"
320,19,"English","WS","First","Black","Male","Secondary","production",25,"All Data",5498,"All Data (n = 5498)"
321,23,"English","WS","First","White","Male","Secondary","production",247,"All Data",5498,"All Data (n = 5498)"
322,18,"English","WS","Fourth","White","Female","Some Secondary","production",212,"All Data",5498,"All Data (n = 5498)"
323,18,"English","WS","First","Other","Female","College","production",18,"All Data",5498,"All Data (n = 5498)"
324,20,"English","WS","Second","Black","Female","Graduate","production",122,"All Data",5498,"All Data (n = 5498)"
325,19,"English","WS","Second","Black","Male","Some Secondary","production",50,"All Data",5498,"All Data (n = 5498)"
326,19,"English","WS","Fourth","White","Female","Some College","production",272,"All Data",5498,"All Data (n = 5498)"
327,21,"English","WS","First","Black","Male","Some Secondary","production",8,"All Data",5498,"All Data (n = 5498)"
328,19,"English","WS","Third","White","Male","Secondary","production",109,"All Data",5498,"All Data (n = 5498)"
329,24,"English","WS","First","White","Male","Secondary","production",96,"All Data",5498,"All Data (n = 5498)"
330,24,"English","WS","First","Other","Female","College","production",495,"All Data",5498,"All Data (n = 5498)"
331,20,"English","WS","Second","White","Female","Secondary","production",50,"All Data",5498,"All Data (n = 5498)"
332,21,"English","WS","Second","White","Female","Secondary","production",117,"All Data",5498,"All Data (n = 5498)"
333,18,"English","WS","First","Asian","Male","College","production",23,"All Data",5498,"All Data (n = 5498)"
334,16,"English","WS","First","Black","Female","Secondary","production",66,"All Data",5498,"All Data (n = 5498)"
335,19,"English","WS","Second","White","Female","Secondary","production",204,"All Data",5498,"All Data (n = 5498)"
336,24,"English","WS","First","White","Male","College","production",394,"All Data",5498,"All Data (n = 5498)"
337,19,"English","WS","Third","White","Male","Some Secondary","production",85,"All Data",5498,"All Data (n = 5498)"
338,27,"English","WS","Second","White","Male","Graduate","production",111,"All Data",5498,"All Data (n = 5498)"
339,25,"English","WS","Second","White","Male","Graduate","production",199,"All Data",5498,"All Data (n = 5498)"
340,20,"English","WS","First","White","Female","Some College","production",370,"All Data",5498,"All Data (n = 5498)"
341,29,"English","WS","First","Hispanic","Female","Graduate","production",639,"All Data",5498,"All Data (n = 5498)"
342,21,"English","WS","First","White","Male","Graduate","production",312,"All Data",5498,"All Data (n = 5498)"
343,27,"English","WS","Second","White","Female","Some College","production",585,"All Data",5498,"All Data (n = 5498)"
344,27,"English","WS","First","White","Male","Some College","production",331,"All Data",5498,"All Data (n = 5498)"
345,19,"English","WS","First","White","Female","Some Graduate","production",103,"All Data",5498,"All Data (n = 5498)"
346,20,"English","WS","Fourth","White","Female","Some College","production",73,"All Data",5498,"All Data (n = 5498)"
347,30,"English","WS","First","White","Female","Some College","production",575,"All Data",5498,"All Data (n = 5498)"
348,23,"English","WS","First","White","Female","Graduate","production",551,"All Data",5498,"All Data (n = 5498)"
349,17,"English","WS","First","White","Female","College","production",10,"All Data",5498,"All Data (n = 5498)"
350,28,"English","WS","Fourth","White","Female","Some College","production",253,"All Data",5498,"All Data (n = 5498)"
351,18,"English","WS","First","White","Female","College","production",156,"All Data",5498,"All Data (n = 5498)"
352,26,"English","WS","Second","White","Male","Secondary","production",430,"All Data",5498,"All Data (n = 5498)"
353,17,"English","WS","Second","White","Female","College","production",29,"All Data",5498,"All Data (n = 5498)"
354,29,"English","WS",NA,"White","Male","College","production",349,"All Data",5498,"All Data (n = 5498)"
355,18,"English","WS","Second","White","Male","College","production",124,"All Data",5498,"All Data (n = 5498)"
356,18,"English","WS","First","White","Female","Some College","production",28,"All Data",5498,"All Data (n = 5498)"
357,22,"English","WS","Second","White","Female","Secondary","production",302,"All Data",5498,"All Data (n = 5498)"
358,29,"English","WS","First","Hispanic","Female","Some College","production",560,"All Data",5498,"All Data (n = 5498)"
359,27,"English","WS","Second","White","Male","Some College","production",305,"All Data",5498,"All Data (n = 5498)"
360,30,"English","WS","Second","White","Male","College","production",314,"All Data",5498,"All Data (n = 5498)"
361,20,"English","WS","First","White","Male","Graduate","production",345,"All Data",5498,"All Data (n = 5498)"
362,21,"English","WS","First","White","Male","Graduate","production",317,"All Data",5498,"All Data (n = 5498)"
363,25,"English","WS","Second","White","Male","Some Secondary","production",138,"All Data",5498,"All Data (n = 5498)"
364,28,"English","WS","Second","White","Female","College","production",468,"All Data",5498,"All Data (n = 5498)"
365,26,"English","WS","Third","White","Male","Graduate","production",40,"All Data",5498,"All Data (n = 5498)"
366,27,"English","WS","Fourth","White","Male","Some Graduate","production",632,"All Data",5498,"All Data (n = 5498)"
367,24,"English","WS","Third","White","Female","Secondary","production",87,"All Data",5498,"All Data (n = 5498)"
368,20,"English","WS","First","White","Female","College","production",100,"All Data",5498,"All Data (n = 5498)"
369,29,"English","WS","First","White","Male","College","production",656,"All Data",5498,"All Data (n = 5498)"
370,20,"English","WS","First","White","Male","College","production",188,"All Data",5498,"All Data (n = 5498)"
371,26,"English","WS","Third","White","Female","College","production",273,"All Data",5498,"All Data (n = 5498)"
372,17,"English","WS","First","White","Female","Some College","production",90,"All Data",5498,"All Data (n = 5498)"
373,21,"English","WS","First","White","Female","Some College","production",252,"All Data",5498,"All Data (n = 5498)"
374,18,"English","WS","First","White","Male","Secondary","production",34,"All Data",5498,"All Data (n = 5498)"
375,23,"English","WS","First","White","Male","Some College","production",315,"All Data",5498,"All Data (n = 5498)"
376,27,"English","WS","First","Black","Female","Some College","production",429,"All Data",5498,"All Data (n = 5498)"
377,23,"English","WS","Second","White","Male","College","production",76,"All Data",5498,"All Data (n = 5498)"
378,23,"English","WS","Second","White","Male","College","production",405,"All Data",5498,"All Data (n = 5498)"
379,24,"English","WS","Second","Other","Female","Some Secondary","production",41,"All Data",5498,"All Data (n = 5498)"
380,27,"English","WS","Second","White","Male","Some College","production",324,"All Data",5498,"All Data (n = 5498)"
381,30,"English","WS","First","White","Female","Graduate","production",675,"All Data",5498,"All Data (n = 5498)"
382,27,"English","WS","Second","White","Male","College","production",267,"All Data",5498,"All Data (n = 5498)"
383,30,"English","WS","First","White","Male","College","production",386,"All Data",5498,"All Data (n = 5498)"
384,30,"English","WS","First","White","Male","Some Graduate","production",393,"All Data",5498,"All Data (n = 5498)"
385,20,"English","WS","First","White","Male","Some College","production",211,"All Data",5498,"All Data (n = 5498)"
386,18,"English","WS","First","Hispanic","Female","Some College","production",29,"All Data",5498,"All Data (n = 5498)"
387,21,"English","WS","First","White","Female","College","production",483,"All Data",5498,"All Data (n = 5498)"
388,30,"English","WS","Second","White","Male","College","production",638,"All Data",5498,"All Data (n = 5498)"
389,24,"English","WS","First","Hispanic","Female","College","production",339,"All Data",5498,"All Data (n = 5498)"
390,26,"English","WS","First","Hispanic","Male","College","production",72,"All Data",5498,"All Data (n = 5498)"
391,17,"English","WS","First","White","Male","Secondary","production",176,"All Data",5498,"All Data (n = 5498)"
